dia_semana,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Lunes,18.813966666666666,3.01045,0.33025000000000004,0.0,0.0166,26.334783333333334,21.1941,0.0,4.18545,18.189283333333332,53.13285,123.78696666666667,45.390433333333334,32.556916666666666,100.32266666666666,25.991416666666666,38.84773333333334,11.827533333333333,46.7095,65.36073333333333,22.407933333333332,97.4827,545.8153666666667,757.5409166666667
Martes,366.99178333333333,123.8551,62.234500000000004,58.587583333333335,46.3304,0.0,0.0,0.0,0.48318333333333335,10.557816666666668,15.516633333333333,36.99431666666667,20.421683333333334,40.49743333333333,156.33263333333332,210.2053,113.32691666666666,44.254416666666664,24.397483333333334,16.998733333333334,31.439283333333332,58.34518333333333,579.5319666666667,758.3306666666666
Miércoles,282.0927,84.2076,4.5819833333333335,0.0,0.0,0.0,0.0,0.0,0.0,4.32005,8.609816666666667,79.68166666666667,142.23243333333332,73.12805,31.3928,85.49955,5.032933333333333,11.318416666666668,0.0,17.90275,14.344716666666667,14.054266666666667,513.53485,699.4931333333334
Jueves,365.65613333333334,169.85193333333333,10.616116666666667,0.0,0.0,0.0,0.0,0.0,0.0,19.347683333333332,73.12946666666667,7.559366666666667,36.82913333333333,0.7835666666666666,79.15346666666666,113.1975,171.87975,153.61823333333334,70.00958333333334,18.763816666666667,22.367233333333335,112.2763,486.4259,712.20185
Viernes,330.69128333333333,324.462,147.93508333333332,120.9229,77.40261666666667,59.51955,58.424533333333336,59.5655,0.0,1.68055,38.26486666666666,44.22586666666667,118.76041666666667,5.622283333333333,20.083750000000002,40.69235,56.936166666666665,52.06261666666666,18.6033,22.93635,27.567283333333332,145.71516666666668,545.60285,559.13935
Sábado,249.78475,69.7339,0.0,10.210683333333334,27.962466666666668,0.0,0.0,2.2643333333333335,1.3762833333333333,30.613266666666668,68.69288333333333,402.5158,1092.1697166666668,780.1296166666667,472.4400166666667,648.1290833333334,979.6069333333334,833.3262333333333,528.4681166666667,392.37455,417.4470333333333,509.89395,781.8983166666667,345.9186
Domingo,151.34805,72.81848333333333,58.32203333333333,77.24196666666667,38.58736666666667,18.055666666666667,32.150666666666666,0.0,0.0,0.0,12.106716666666667,247.45855,995.3023333333333,679.7251,557.62565,616.4965666666667,577.72495,306.171,270.4368333333333,417.7507,490.99245,422.2493333333333,263.98235,56.354683333333334
