Source,Target,artistName,trackName,msPlayed,endTime
Rock Argentino,2. Martes,Gustavo Cerati,Hoy Ya No Soy Yo,200112,2026-01-27 19:45:00
Rock Argentino,2. Martes,Las Pelotas,Cuándo Podrás Amar,191800,2026-01-27 22:12:00
Indie Folk,2. Martes,Juana Aguirre,lo_divino,95913,2026-01-27 22:28:00
Indie Rock,2. Martes,Valle de Muñecas,Gotas en la Frente,244387,2026-01-27 22:32:00
Indie Pop,2. Martes,Srta. Trueno Negro,La Cura,192821,2026-01-27 22:35:00
Indie Pop,2. Martes,Srta. Trueno Negro,Si Supiese Escribir,170027,2026-01-27 22:38:00
Indie Pop,2. Martes,Srta. Trueno Negro,Fusilada,191787,2026-01-27 22:42:00
Rock Argentino,2. Martes,Patricio Rey y sus Redonditos de Ricota,Nuestro Amo Juega al Esclavo,239907,2026-01-27 23:12:00
Indie Rock,2. Martes,El Mató a un Policía Motorizado,Terrorismo en la Copa del Mundo,242880,2026-01-27 23:16:00
Indie Rock,2. Martes,El Mató a un Policía Motorizado,Doctora Muerte,146467,2026-01-27 23:18:00
Rock Argentino,2. Martes,Las Pelotas,Capitán América,188000,2026-01-27 23:26:00
Indie Rock,2. Martes,El Mató a un Policía Motorizado,Chica de Oro,233587,2026-01-27 23:30:00
Rock Argentino,3. Miércoles,Divididos,Agua En Buenos Aires,225,2026-01-28 13:15:00
Rock Argentino,3. Miércoles,Las Pelotas,Cuándo Podrás Amar,191800,2026-01-28 22:06:00
Rock Argentino,3. Miércoles,Marilina Bertoldi,Sushi en Lata,19867,2026-01-28 22:10:00
Indie Folk,3. Miércoles,Buendia,Desde Dentro,266240,2026-01-28 22:36:00
Indie Folk,3. Miércoles,Onda Vaga,Rendición,39312,2026-01-28 22:37:00
Rock Argentino,3. Miércoles,Los Espiritus,Perdida En El Fuego,18625,2026-01-28 22:37:00
Indie Folk,3. Miércoles,La Lá,Mango,186210,2026-01-28 22:40:00
Rock Argentino,3. Miércoles,Las Pelotas,Cuándo Podrás Amar,191800,2026-01-28 22:44:00
Indie Pop,3. Miércoles,Axel Fiks,Hacedora,8540,2026-01-28 22:44:00
Indie Pop,3. Miércoles,Srta. Trueno Negro,La Cura,192821,2026-01-28 22:47:00
Rock Argentino,3. Miércoles,Divididos,Paisano De Hurlingham,3749,2026-01-28 22:48:00
Rock Argentino,3. Miércoles,Charly García,Filosofía Barata y Zapatos de Goma,1369,2026-01-28 22:48:00
Indie Rock,3. Miércoles,Usted Señalemelo,la vivida noche,40437,2026-01-28 22:48:00
Rock Argentino,3. Miércoles,Pescado Rabioso,Credulidad,3206,2026-01-28 22:48:00
Rock Argentino,3. Miércoles,Charly García,Raros Peinados Nuevos,5600,2026-01-28 22:48:00
Rock Argentino,3. Miércoles,Fito Paez,Parte Del Aire,233360,2026-01-28 23:09:00
Rock Argentino,3. Miércoles,Fito Paez,She's Mine,1077,2026-01-28 23:20:00
Indie Folk,3. Miércoles,Julian Mourin,Manos en el Aire,8077,2026-01-28 23:20:00
Rock Argentino,3. Miércoles,Luis Alberto Spinetta,Fina Ropa Blanca,1648,2026-01-28 23:20:00
Rock Argentino,3. Miércoles,Las Pelotas,Cuándo Podrás Amar,191800,2026-01-28 23:27:00
Indie Rock,4. Jueves,Mora y los Metegoles,Adscriptos,47738,2026-01-29 11:10:00
Indie Rock,4. Jueves,Mora y los Metegoles,Adscriptos,0,2026-01-29 14:15:00
Rock Argentino,4. Jueves,Fabiana Cantilo,Una Tregua,1680,2026-01-29 16:12:00
Rock Argentino,4. Jueves,Las Pelotas,Cuándo Podrás Amar,191800,2026-01-29 16:15:00
Indie Rock,4. Jueves,Arctic Monkeys,Opening Night,259495,2026-01-29 16:22:00
Indie Rock,4. Jueves,Arctic Monkeys,Opening Night,114190,2026-01-29 16:24:00
Urbano Latino,4. Jueves,Bad Bunny,BAILE INoLVIDABLE,367725,2026-01-29 16:40:00
Indie Rock,4. Jueves,Suarez,Pájaros,177551,2026-01-29 16:49:00
Rock Argentino,4. Jueves,Luis Alberto Spinetta,Llama y Verás,209507,2026-01-29 16:52:00
Rock Argentino,4. Jueves,Charly García,Kurosawa,350867,2026-01-29 16:58:00
Indie Rock,4. Jueves,Suarez,Río Paraná,188639,2026-01-29 17:06:00
Indie Rock,4. Jueves,Mora y los Metegoles,Adscriptos,75282,2026-01-29 18:57:00
Rock Argentino,4. Jueves,Fabiana Cantilo,Una Tregua,210427,2026-01-29 19:00:00
Indie Folk,4. Jueves,Buendia,Desde Dentro,107680,2026-01-29 22:18:00
Indie Folk,4. Jueves,Buendia,Desde Dentro,158596,2026-01-29 22:20:00
Indie Folk,4. Jueves,Onda Vaga,Revolución,13912,2026-01-29 22:25:00
Indie Rock,5. Viernes,Arcade Fire,Unconditional I (Lookout Kid),11120,2026-01-30 21:43:00
Rock Argentino,5. Viernes,Las Pelotas,Cuándo Podrás Amar,191800,2026-01-30 21:50:00
Indie Folk,5. Viernes,Juana Aguirre,lo_divino,201920,2026-01-30 22:03:00
Rock Argentino,6. Sábado,Las Pelotas,Cuándo Podrás Amar,191800,2026-01-31 13:08:00
Indie Folk,6. Sábado,Juana Aguirre,lo_divino,3553,2026-01-31 14:45:00
Rock Argentino,6. Sábado,Serú Girán,A Los Jóvenes De Ayer - Remastered 2012,21729,2026-01-31 14:48:00
Indie Folk,6. Sábado,Juana Aguirre,Configuraciones Onduladas,130471,2026-01-31 14:57:00
Indie Pop,7. Domingo,MARO,juro que vi flores,69110,2026-02-01 03:32:00
Indie Folk,2. Martes,Juana Aguirre,lo_divino,201920,2026-02-03 23:23:00
Rock Argentino,2. Martes,Serú Girán,A Los Jóvenes De Ayer - Remastered 2012,170998,2026-02-03 23:29:00
Indie Folk,2. Martes,Juana Aguirre,Configuraciones Onduladas,130471,2026-02-03 23:31:00
Rock Argentino,4. Jueves,Kapanga,No Me Sueltes (Es Posible) - Vivo en Obras,0,2026-02-05 13:31:00
Rock Argentino,5. Viernes,Fito Paez,Solo La La La,623,2026-02-06 11:47:00
Rock Argentino,5. Viernes,Kapanga,No Me Sueltes (Es Posible) - Vivo en Obras,332,2026-02-06 21:35:00
Rock Argentino,5. Viernes,Fito Paez,Solo La La La,10935,2026-02-06 21:36:00
Indie Rock,5. Viernes,El Mató a un Policía Motorizado,Doctora Muerte,146467,2026-02-06 21:42:00
Indie Rock,5. Viernes,Rosario Bléfari,Vidrieras,166880,2026-02-06 21:48:00
Indie Rock,5. Viernes,El Mató a un Policía Motorizado,Terrorismo en la Copa del Mundo,242880,2026-02-06 21:53:00
Rock Argentino,5. Viernes,Gustavo Cerati,Sulky,107333,2026-02-06 22:31:00
Rock Argentino,5. Viernes,Gustavo Cerati,Sulky,161729,2026-02-06 23:23:00
Rock Argentino,5. Viernes,Charly García,No Soy Un Extraño,195733,2026-02-06 23:31:00
Indie Rock,6. Sábado,Arcade Fire,Age of Anxiety II (Rabbit Hole),5836,2026-02-07 11:24:00
Indie Rock,6. Sábado,Arcade Fire,Age of Anxiety II (Rabbit Hole),24722,2026-02-07 12:27:00
Indie Rock,7. Domingo,Jean Dawson,MENTHOL*,4351,2026-02-08 12:23:00
Indie Pop,7. Domingo,The Smiths,Ask - 2011 Remaster,4951,2026-02-08 12:23:00
Rock Argentino,7. Domingo,Pescado Rabioso,Dulce 3 Nocturno,51291,2026-02-08 12:23:00
Indie Pop,7. Domingo,Astro,Colombo,8511,2026-02-08 12:23:00
Rock Argentino,7. Domingo,Las Pelotas,Cuándo Podrás Amar,191800,2026-02-08 12:29:00
Rock Argentino,7. Domingo,Las Pelotas,Pasajeros,47782,2026-02-08 12:30:00
Rock Argentino,7. Domingo,Andrés Calamaro,Cuando te conocí,181800,2026-02-08 13:00:00
Indie Rock,7. Domingo,Marina Fages,Tu Modo Amable,1334,2026-02-08 20:31:00
Indie Rock,7. Domingo,El Mató a un Policía Motorizado,Sábado,188653,2026-02-08 20:31:00
Rock Argentino,7. Domingo,Pescado Rabioso,Por,12883,2026-02-08 20:31:00
Indie Folk,7. Domingo,The Lumineers,Sick In The Head,1601,2026-02-08 20:31:00
Rock Argentino,7. Domingo,Charly García,Transatlántico Art Deco,47420,2026-02-08 20:36:00
Rock Argentino,1. Lunes,Las Pelotas,Cuándo Podrás Amar,996,2026-02-09 04:52:00
Indie Folk,1. Lunes,Román Martino,Vecina,20597,2026-02-09 11:06:00
Indie Rock,1. Lunes,Usted Señalemelo,Deseo,0,2026-02-09 22:02:00
Indie Folk,1. Lunes,Juana Aguirre,lo_divino,116080,2026-02-09 22:15:00
Urbano Latino,1. Lunes,Bad Bunny,VOY A LLeVARTE PA PR,155491,2026-02-09 22:32:00
Urbano Latino,1. Lunes,Bad Bunny,WELTiTA,1367,2026-02-09 22:40:00
Urbano Latino,1. Lunes,Bad Bunny,BAILE INoLVIDABLE,341155,2026-02-09 22:40:00
Urbano Latino,1. Lunes,Bad Bunny,VeLDÁ,234658,2026-02-09 22:43:00
Urbano Latino,1. Lunes,Bad Bunny,EL CLúB,155120,2026-02-09 22:46:00
Urbano Latino,1. Lunes,Bad Bunny,EoO,203889,2026-02-09 22:49:00
Urbano Latino,1. Lunes,Bad Bunny,DtMF,236395,2026-02-09 22:53:00
Urbano Latino,1. Lunes,Bad Bunny,LA MuDANZA,213011,2026-02-09 22:57:00
Urbano Latino,1. Lunes,Bad Bunny,NUEVAYoL,182837,2026-02-09 23:00:00
Urbano Latino,1. Lunes,Bad Bunny,VOY A LLeVARTE PA PR,155555,2026-02-09 23:03:00
Urbano Latino,1. Lunes,Bad Bunny,BAILE INoLVIDABLE,366968,2026-02-09 23:09:00
Urbano Latino,1. Lunes,Bad Bunny,PERFuMITO NUEVO,199873,2026-02-09 23:12:00
Urbano Latino,1. Lunes,Bad Bunny,WELTiTA,0,2026-02-09 23:23:00
Indie Rock,2. Martes,Arcade Fire,Unconditional I (Lookout Kid),266,2026-02-10 12:06:00
Indie Folk,2. Martes,Chechi de Marcos,Casi Nunca Entiendo Nada,193093,2026-02-10 13:03:00
Indie Rock,2. Martes,Fonso,Salir del Confort,66190,2026-02-10 14:17:00
Indie Rock,2. Martes,Usted Señalemelo,Deseo,0,2026-02-10 22:39:00
Rock Argentino,2. Martes,Charly García,Peluca Telefónica,301040,2026-02-10 22:53:00
Indie Rock,2. Martes,Valle de Muñecas,Gotas en la Frente,244387,2026-02-10 22:57:00
Rock Argentino,2. Martes,La Renga,Blues De Bolivia - Live,173874,2026-02-10 23:37:00
Indie Rock,3. Miércoles,Viva Elastico,Rebeldía y Swing,272813,2026-02-11 22:59:00
Rock Argentino,3. Miércoles,Sui Generis,El Tuerto y los Ciegos,124427,2026-02-11 23:06:00
Urbano Latino,3. Miércoles,DJ MÄMI,La Barca,195165,2026-02-11 23:09:00
Indie Pop,4. Jueves,Axel Fiks,Ojitos de Md,137053,2026-02-12 00:28:00
Indie Folk,4. Jueves,Mumford & Sons,For Those Below,24928,2026-02-12 11:23:00
Indie Rock,4. Jueves,El Mató a un Policía Motorizado,Terrorismo en la Copa del Mundo,7303,2026-02-12 13:48:00
Indie Rock,4. Jueves,El Mató a un Policía Motorizado,Terrorismo en la Copa del Mundo,1393,2026-02-12 21:17:00
Indie Rock,4. Jueves,Suarez,Un Rayo de Sol,294307,2026-02-12 22:20:00
Urbano Latino,4. Jueves,Bad Bunny,PERFuMITO NUEVO,38366,2026-02-12 22:30:00
Rock Argentino,4. Jueves,Las Pelotas,Cuándo Podrás Amar,10192,2026-02-12 23:00:00
Indie Folk,4. Jueves,Juana Aguirre,lo_divino,201920,2026-02-12 23:03:00
Rock Argentino,4. Jueves,Serú Girán,A Los Jóvenes De Ayer - Remastered 2012,569453,2026-02-12 23:16:00
Rock Argentino,5. Viernes,Kapanga,No Me Sueltes (Es Posible) - Vivo en Obras,33,2026-02-13 21:18:00
Rock Argentino,5. Viernes,Serú Girán,Voy a Mil - 2021 Remasterizado,185062,2026-02-13 21:24:00
Rock Argentino,5. Viernes,Kapanga,No Me Sueltes (Es Posible) - Vivo en Obras,412,2026-02-13 21:25:00
Urbano Latino,5. Viernes,Bad Bunny,Ojitos Lindos,46370,2026-02-13 21:50:00
Urbano Latino,6. Sábado,CA7RIEL & Paco Amoroso,Hasta Jesús Tuvo un Mal Día,494,2026-02-14 16:56:00
Indie Pop,6. Sábado,Le Mans,Un Rayo De Sol,1675,2026-02-14 17:00:00
Indie Rock,6. Sábado,Suarez,Un Rayo de Sol,294307,2026-02-14 17:05:00
Rock Argentino,6. Sábado,Las Pelotas,Cuándo Podrás Amar,191800,2026-02-14 17:27:00
Indie Folk,6. Sábado,Juana Aguirre,lo_divino,201920,2026-02-14 17:35:00
Rock Argentino,6. Sábado,Serú Girán,A Los Jóvenes De Ayer - Remastered 2012,36320,2026-02-14 17:39:00
Indie Folk,6. Sábado,Juana Aguirre,Configuraciones Onduladas,130471,2026-02-14 17:45:00
Indie Pop,6. Sábado,Lucas Martí,La Memoria de un Beso,20864,2026-02-14 17:59:00
Indie Folk,6. Sábado,Buendia,Desde Dentro,266240,2026-02-14 18:03:00
Rock Argentino,6. Sábado,Gustavo Cerati,Alma,100962,2026-02-14 18:05:00
Indie Pop,6. Sábado,Srta. Trueno Negro,La Cura,192821,2026-02-14 18:13:00
Indie Pop,6. Sábado,Srta. Trueno Negro,Si Supiese Escribir,170027,2026-02-14 18:16:00
Indie Pop,6. Sábado,Srta. Trueno Negro,Fusilada,191787,2026-02-14 18:19:00
Rock Argentino,6. Sábado,Pescado Rabioso,Dulce 3 Nocturno,304827,2026-02-14 18:29:00
Rock Argentino,6. Sábado,Babasonicos,Capricho,158240,2026-02-14 18:34:00
Rock Argentino,6. Sábado,Patricio Rey y sus Redonditos de Ricota,Rock para el Negro Atila,240107,2026-02-14 18:38:00
Rock Argentino,6. Sábado,Los Piojos,Gris,13117,2026-02-14 18:43:00
Rock Argentino,6. Sábado,Serú Girán,Perro Andaluz - 2019 Remasterizado,296648,2026-02-14 18:48:00
Rock Argentino,6. Sábado,Babasonicos,Sharon Tate,148467,2026-02-14 18:50:00
Rock Argentino,6. Sábado,Sui Generis,Mariel y el Capitán,163667,2026-02-14 18:57:00
Urbano Latino,6. Sábado,Bad Bunny,Moscow Mule,245940,2026-02-14 19:02:00
Urbano Latino,7. Domingo,CA7RIEL & Paco Amoroso,Hasta Jesús Tuvo un Mal Día,5799,2026-02-15 00:58:00
Urbano Latino,7. Domingo,CA7RIEL & Paco Amoroso,Hasta Jesús Tuvo un Mal Día,0,2026-02-15 00:58:00
Urbano Latino,7. Domingo,CA7RIEL & Paco Amoroso,Hasta Jesús Tuvo un Mal Día,144891,2026-02-15 01:04:00
Urbano Latino,7. Domingo,Bad Bunny,VOY A LLeVARTE PA PR,142075,2026-02-15 01:07:00
Rock Argentino,7. Domingo,Andrés Calamaro,Cuando no estás,202822,2026-02-15 01:13:00
Rock Argentino,7. Domingo,Andrés Calamaro,Cuando no estás,23433,2026-02-15 01:14:00
Rock Argentino,7. Domingo,Charly García,Total Interferencia,6823,2026-02-15 11:29:00
Indie Rock,7. Domingo,boygenius,$20,200093,2026-02-15 15:50:00
Rock Argentino,7. Domingo,Patricio Rey y sus Redonditos de Ricota,Tarea Fina,223040,2026-02-15 16:02:00
Indie Rock,7. Domingo,XENEZE,When i Wake,20248,2026-02-15 16:35:00
Indie Folk,7. Domingo,Feli Colina,AVENIDO,5617,2026-02-15 19:31:00
Indie Rock,7. Domingo,XENEZE,When i Wake,202174,2026-02-15 19:31:00
Urbano Latino,7. Domingo,Bad Bunny,El Apagón - Live,164,2026-02-15 19:37:00
Urbano Latino,7. Domingo,CA7RIEL & Paco Amoroso,Hasta Jesús Tuvo un Mal Día,0,2026-02-15 19:37:00
Rock Argentino,7. Domingo,Babasonicos,La Izquierda de la Noche,160491,2026-02-15 19:37:00
Urbano Latino,7. Domingo,Bad Bunny,Neverita,173119,2026-02-15 19:45:00
Urbano Latino,7. Domingo,Bad Bunny,Si Veo a Tu Mamá,64503,2026-02-15 20:10:00
Indie Folk,1. Lunes,Phoebe Bridgers,Motion Sickness,229760,2026-02-16 15:36:00
Urbano Latino,1. Lunes,Bad Bunny,Neverita,173119,2026-02-16 15:43:00
Urbano Latino,1. Lunes,Bad Bunny,Si Veo a Tu Mamá,117100,2026-02-16 17:31:00
Urbano Latino,1. Lunes,Bad Bunny,El Apagón - Live,798,2026-02-16 17:35:00
Urbano Latino,1. Lunes,Bad Bunny,El Apagón - Live,8329,2026-02-16 21:44:00
Urbano Latino,1. Lunes,Bad Bunny,Die With a Smile - Live,0,2026-02-16 21:44:00
Rock Argentino,2. Martes,Charly García,Cuchillos,47723,2026-02-17 11:16:00
Rock Argentino,2. Martes,Charly García,Kurosawa,5918,2026-02-17 14:03:00
Urbano Latino,2. Martes,Bad Bunny,Die With a Smile - Live,1845,2026-02-17 22:31:00
Indie Folk,2. Martes,Phoebe Bridgers,Motion Sickness,229760,2026-02-17 22:35:00
Indie Folk,2. Martes,Juana Aguirre,lo_divino,201920,2026-02-17 22:46:00
Indie Folk,2. Martes,Juana Aguirre,Configuraciones Onduladas,130471,2026-02-17 22:53:00
Indie Folk,2. Martes,San Pedro Bonfim,Débil como una piedra,139896,2026-02-17 23:07:00
Indie Pop,2. Martes,Astro,Maestro Distorsión,234987,2026-02-17 23:12:00
Indie Pop,2. Martes,Astro,Colombo,9845,2026-02-17 23:12:00
Indie Rock,2. Martes,El Mató a un Policía Motorizado,Terrorismo en la Copa del Mundo,193920,2026-02-17 23:36:00
Urbano Latino,3. Miércoles,Bad Bunny,Die With a Smile - Live,323,2026-02-18 19:11:00
Indie Folk,3. Miércoles,Phoebe Bridgers,Motion Sickness,229760,2026-02-18 22:47:00
Indie Folk,4. Jueves,Phoebe Bridgers,Motion Sickness,229760,2026-02-19 10:26:00
Rock Argentino,4. Jueves,Luis Alberto Spinetta,Será Que La Canción Llegó Hasta El Sol,43012,2026-02-19 10:27:00
Indie Rock,4. Jueves,Mac DeMarco,Shining,188013,2026-02-19 10:39:00
Indie Rock,4. Jueves,Mac DeMarco,Rooster,145367,2026-02-19 10:41:00
Indie Rock,4. Jueves,Mac DeMarco,Sweeter,179253,2026-02-19 10:44:00
Indie Rock,4. Jueves,Mac DeMarco,Nothing At All,196987,2026-02-19 10:48:00
Indie Rock,4. Jueves,Mac DeMarco,Knockin,140707,2026-02-19 10:50:00
Indie Rock,4. Jueves,Mac DeMarco,Home,131907,2026-02-19 10:52:00
Indie Rock,4. Jueves,Mac DeMarco,Holy,144773,2026-02-19 10:55:00
Indie Rock,4. Jueves,Mac DeMarco,Nightmare,136933,2026-02-19 10:57:00
Indie Rock,4. Jueves,Mac DeMarco,Punishment,120960,2026-02-19 10:59:00
Indie Rock,4. Jueves,Mac DeMarco,Rock And Roll,25335,2026-02-19 11:00:00
Indie Pop,5. Viernes,Ainda,Maremagnum,78,2026-02-20 13:00:00
Rock Argentino,5. Viernes,Los Piojos,Murguita,1927,2026-02-20 14:08:00
Indie Rock,6. Sábado,Suarez,Un Rayo de Sol,294307,2026-02-21 13:14:00
Rock Argentino,6. Sábado,Las Pelotas,Cuándo Podrás Amar,191800,2026-02-21 13:18:00
Indie Pop,6. Sábado,Lucas Martí,El murgón,178561,2026-02-21 13:21:00
Rock Argentino,6. Sábado,Charly García,Parte de la Religión,186600,2026-02-21 14:24:00
Indie Rock,6. Sábado,Suarez,Pájaros,177551,2026-02-21 14:27:00
Indie Rock,6. Sábado,Valle de Muñecas,Gotas en la Frente,244387,2026-02-21 14:31:00
Indie Rock,6. Sábado,Usted Señalemelo,Nuevo Comienzo,115471,2026-02-21 15:17:00
Indie Rock,6. Sábado,Usted Señalemelo,Nuevo Comienzo,70748,2026-02-21 15:28:00
Rock Argentino,6. Sábado,Fabiana Cantilo,Una Tregua,210427,2026-02-21 15:36:00
Rock Argentino,6. Sábado,Charly García,Piano Bar,271979,2026-02-21 16:12:00
Indie Folk,6. Sábado,Phoebe Bridgers,Motion Sickness,229760,2026-02-21 16:21:00
Indie Pop,6. Sábado,Le Mans,Un Rayo De Sol,145377,2026-02-21 16:33:00
Indie Folk,6. Sábado,Onda Vaga,Rendición,1014,2026-02-21 16:38:00
Indie Folk,6. Sábado,San Pedro Bonfim,Débil como una piedra,139896,2026-02-21 16:40:00
Indie Pop,6. Sábado,Jósean Log,Chachachá,215986,2026-02-21 16:44:00
Indie Pop,6. Sábado,Astro,Maestro Distorsión,234987,2026-02-21 16:48:00
Rock Argentino,6. Sábado,Gustavo Cerati,Alma,277093,2026-02-21 16:56:00
Indie Folk,6. Sábado,Onda Vaga,Mambeado,220695,2026-02-21 17:04:00
Indie Folk,6. Sábado,Buendia,Desde Dentro,266240,2026-02-21 17:09:00
Indie Folk,6. Sábado,Onda Vaga,Revolución,235833,2026-02-21 17:13:00
Indie Folk,6. Sábado,San Pedro Bonfim,Corazón de guagua,191321,2026-02-21 17:16:00
Indie Folk,6. Sábado,Onda Vaga,Rendición,239324,2026-02-21 17:36:00
Indie Folk,6. Sábado,San Pedro Bonfim,Débil como una piedra,139744,2026-02-21 17:38:00
Indie Pop,6. Sábado,Jósean Log,Chachachá,215902,2026-02-21 17:41:00
Indie Pop,6. Sábado,Astro,Maestro Distorsión,234916,2026-02-21 17:45:00
Rock Argentino,6. Sábado,Gustavo Cerati,Alma,276964,2026-02-21 17:54:00
Indie Folk,6. Sábado,Onda Vaga,Mambeado,220578,2026-02-21 18:02:00
Indie Folk,6. Sábado,Onda Vaga,Revolución,27185,2026-02-21 18:07:00
Indie Folk,6. Sábado,Buendia,Desde Dentro,266163,2026-02-21 18:07:00
Indie Rock,6. Sábado,Mac DeMarco,Moonlight on the River,422613,2026-02-21 18:19:00
Rock Argentino,6. Sábado,Pescado Rabioso,Como el Viento Voy a Ver,32304,2026-02-21 18:20:00
Indie Folk,6. Sábado,Phoebe Bridgers,Motion Sickness,229760,2026-02-21 18:32:00
Indie Pop,6. Sábado,Los Mundos Posibles,La Guerra del Japón,170326,2026-02-21 18:35:00
Indie Pop,6. Sábado,Los Besos,El Dron,140650,2026-02-21 18:37:00
Rock Argentino,6. Sábado,Charly García,Alguien en el Mundo Piensa en Mí,267240,2026-02-21 18:46:00
Indie Folk,6. Sábado,Juana Aguirre,Configuraciones Onduladas,130471,2026-02-21 18:48:00
Indie Pop,6. Sábado,Cupido,El Tiempo Es Oro,241246,2026-02-21 18:52:00
Indie Folk,6. Sábado,Phoebe Bridgers,Scott Street,2826,2026-02-21 21:38:00
Indie Folk,6. Sábado,Phoebe Bridgers,Scott Street,33038,2026-02-21 21:38:00
Indie Folk,6. Sábado,Phoebe Bridgers,Smoke Signals,323712,2026-02-21 21:44:00
Indie Folk,6. Sábado,Phoebe Bridgers,Motion Sickness,229760,2026-02-21 21:47:00
Indie Folk,6. Sábado,Phoebe Bridgers,Funeral,232373,2026-02-21 21:51:00
Indie Folk,6. Sábado,Phoebe Bridgers,Demi Moore,198532,2026-02-21 21:55:00
Indie Folk,6. Sábado,Phoebe Bridgers,Scott Street,305001,2026-02-21 22:00:00
Indie Folk,6. Sábado,Phoebe Bridgers,Killer,189213,2026-02-21 22:03:00
Indie Folk,6. Sábado,Phoebe Bridgers,Georgia,247307,2026-02-21 22:07:00
Indie Folk,6. Sábado,Phoebe Bridgers,Chelsea,190716,2026-02-21 22:27:00
Rock Argentino,7. Domingo,Luis Alberto Spinetta,Vamos al Bosque,2972,2026-02-22 13:28:00
Rock Argentino,7. Domingo,Luis Alberto Spinetta,Vamos al Bosque,107846,2026-02-22 15:55:00
Indie Rock,7. Domingo,Las Ligas Menores,A 1200 Km,1189,2026-02-22 15:55:00
Rock Argentino,7. Domingo,Serú Girán,Salir De La Melancolía,40757,2026-02-22 16:43:00
Rock Argentino,7. Domingo,Serú Girán,Salir De La Melancolía,56854,2026-02-22 21:16:00
Urbano Latino,7. Domingo,Bad Bunny,Tití Me Preguntó,243717,2026-02-22 21:20:00
Urbano Latino,7. Domingo,Bad Bunny,Tití Me Preguntó,9986,2026-02-22 21:21:00
Urbano Latino,7. Domingo,Bad Bunny,BAILE INoLVIDABLE,367095,2026-02-22 21:27:00
Urbano Latino,7. Domingo,Bad Bunny,VOY A LLeVARTE PA PR,156365,2026-02-22 21:29:00
Urbano Latino,7. Domingo,Bad Bunny,WELTiTA,1715,2026-02-22 21:30:00
Urbano Latino,7. Domingo,Bad Bunny,VOY A LLeVARTE PA PR,27257,2026-02-22 21:30:00
Urbano Latino,7. Domingo,Bad Bunny,VeLDÁ,209125,2026-02-22 21:51:00
Indie Rock,1. Lunes,El Mató a un Policía Motorizado,Sábado,96,2026-02-23 13:35:00
Rock Argentino,3. Miércoles,Serú Girán,Mientras Miro Las Nuevas Olas - En Vivo,78029,2026-02-25 11:20:00
Indie Rock,3. Miércoles,Rosario Bléfari,Lobo,101,2026-02-25 13:37:00
Indie Rock,5. Viernes,Arcade Fire,Haiti,15958,2026-02-27 21:30:00
Indie Rock,5. Viernes,Suarez,Un Rayo de Sol,294307,2026-02-27 21:35:00
Indie Rock,5. Viernes,Suarez,Un Rayo de Sol,13981,2026-02-27 21:55:00
Indie Pop,5. Viernes,Jósean Log,Chachachá,215986,2026-02-27 22:11:00
Indie Pop,5. Viernes,Jósean Log,Chachachá,21651,2026-02-27 22:15:00
Indie Pop,5. Viernes,Jósean Log,Chachachá,215740,2026-02-27 22:15:00
Indie Folk,5. Viernes,Buendia,Desde Dentro,266240,2026-02-27 22:19:00
Indie Pop,5. Viernes,Astro,Maestro Distorsión,234987,2026-02-27 22:24:00
Indie Folk,5. Viernes,San Pedro Bonfim,Corazón de guagua,28344,2026-02-27 22:24:00
Indie Folk,5. Viernes,Juana Aguirre,lo_divino,201920,2026-02-27 22:28:00
Indie Folk,5. Viernes,Chechi de Marcos,Casi Nunca Entiendo Nada,5620,2026-02-27 22:34:00
Indie Rock,5. Viernes,Arcade Fire,Unconditional I (Lookout Kid),1051,2026-02-27 22:34:00
Rock Argentino,5. Viernes,Los Piojos,Gris,907,2026-02-27 22:34:00
Rock Argentino,5. Viernes,Serú Girán,Mientras Miro Las Nuevas Olas - En Vivo,1399,2026-02-27 22:34:00
Urbano Latino,5. Viernes,Bad Bunny,Moscow Mule,245940,2026-02-27 22:38:00
Urbano Latino,6. Sábado,Bad Bunny,Ojitos Lindos,19760,2026-02-28 08:23:00
Indie Rock,6. Sábado,Marina Fages,El Límite,8360,2026-02-28 08:25:00
Indie Folk,6. Sábado,Phoebe Bridgers,Scott Street,8748,2026-02-28 08:50:00
Indie Rock,6. Sábado,Suarez,Un Rayo de Sol,21161,2026-02-28 09:59:00
Indie Folk,6. Sábado,Phoebe Bridgers,Motion Sickness,229760,2026-02-28 10:03:00
Rock Argentino,6. Sábado,Las Pelotas,Cuándo Podrás Amar,17012,2026-02-28 10:08:00
Indie Rock,6. Sábado,Valle de Muñecas,Gotas en la Frente,244387,2026-02-28 10:15:00
Indie Rock,6. Sábado,Usted Señalemelo,F.T,8050,2026-02-28 10:23:00
Indie Rock,6. Sábado,boygenius,$20,200093,2026-02-28 10:26:00
Rock Argentino,6. Sábado,Sui Generis,El Tuerto y los Ciegos,954,2026-02-28 11:10:00
Urbano Latino,6. Sábado,Bad Bunny,VOY A LLeVARTE PA PR,100991,2026-02-28 11:17:00
Urbano Latino,6. Sábado,Bad Bunny,WELTiTA,187507,2026-02-28 11:20:00
Urbano Latino,6. Sábado,Bad Bunny,EL CLúB,42899,2026-02-28 11:21:00
Indie Folk,6. Sábado,Juana Aguirre,Configuraciones Onduladas,130471,2026-02-28 11:23:00
Indie Pop,6. Sábado,Los Mundos Posibles,La Guerra del Japón,170326,2026-02-28 11:31:00
Rock Argentino,6. Sábado,Las Pelotas,Cuándo Podrás Amar,191800,2026-02-28 11:38:00
