Source,Target,artistName,trackName,msPlayed,endTime
Indie Pop,2. Martes,Los Besos,Pésima Idea,533,2025-10-07 14:40:00
Indie Pop,2. Martes,Los Besos,El Dron,3843,2025-10-07 14:40:00
Indie Pop,2. Martes,Los Besos,Limeña,69403,2025-10-07 14:40:00
Indie Pop,2. Martes,Los Besos,Helados Verdes,36973,2025-10-07 14:40:00
Indie Pop,2. Martes,Los Besos,Dos Cassettes,9783,2025-10-07 14:41:00
Indie Pop,2. Martes,Los Besos,La Cascada de Tu Pelo Enredado,14203,2025-10-07 14:41:00
Indie Pop,2. Martes,Los Besos,Telón,8063,2025-10-07 14:41:00
Indie Pop,2. Martes,Los Besos,Chica de los trenes,127673,2025-10-07 14:43:00
Indie Pop,2. Martes,Los Besos,Mi postura,193833,2025-10-07 20:26:00
Indie Pop,2. Martes,Los Besos,Sus palabras,4291,2025-10-07 20:42:00
Indie Pop,2. Martes,Los Besos,Mi postura,50,2025-10-07 20:42:00
Rock Argentino,2. Martes,Los Piojos,Gris,259320,2025-10-07 20:58:00
Rock Argentino,2. Martes,Los Piojos,Gris,50369,2025-10-07 22:13:00
Indie Rock,2. Martes,Rosario Bléfari,Lobo,208573,2025-10-07 22:17:00
Rock Argentino,2. Martes,La Renga,Triste Canción De Amor,149640,2025-10-07 22:30:00
Indie Rock,3. Miércoles,Las Ligas Menores,La Paciencia,2737,2025-10-08 14:19:00
Rock Argentino,3. Miércoles,Serú Girán,Perro Andaluz - 2019 Remasterizado,296648,2025-10-08 22:54:00
Indie Rock,3. Miércoles,The Strokes,12:51,153133,2025-10-08 22:57:00
Rock Argentino,3. Miércoles,Gustavo Cerati,Llegaste,5618,2025-10-08 22:57:00
Indie Rock,3. Miércoles,El Mató a un Policía Motorizado,Chica de Oro,233587,2025-10-08 23:12:00
Urbano Latino,3. Miércoles,Trueno,THE ROOF IS ON FIRE,862,2025-10-08 23:12:00
Urbano Latino,3. Miércoles,Trueno,TRANKY FUNKY,1737,2025-10-08 23:12:00
Urbano Latino,3. Miércoles,Trueno,DANCE CRIP,1166,2025-10-08 23:13:00
Urbano Latino,3. Miércoles,Trueno,Ñeri,194735,2025-10-08 23:16:00
Urbano Latino,3. Miércoles,Bad Bunny,Neverita,173119,2025-10-08 23:47:00
Urbano Latino,3. Miércoles,CA7RIEL & Paco Amoroso,AGUA,140958,2025-10-08 23:50:00
Urbano Latino,3. Miércoles,Bad Bunny,Ojitos Lindos,258299,2025-10-08 23:54:00
Urbano Latino,3. Miércoles,CA7RIEL & Paco Amoroso,DUMBAI,148253,2025-10-08 23:56:00
Urbano Latino,4. Jueves,Bad Bunny,Otro Atardecer,244444,2025-10-09 00:01:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,SHEESH,136407,2025-10-09 00:03:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,COSAS RICAS,160093,2025-10-09 00:14:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,EL ÚNICO,152022,2025-10-09 00:19:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,"LA QUE PUEDE, PUEDE",154891,2025-10-09 00:21:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,EL ÚNICO,6456,2025-10-09 00:22:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,"LA QUE PUEDE, PUEDE",2530,2025-10-09 00:22:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,COSAS RICAS,1841,2025-10-09 00:22:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,EL ÚNICO,965,2025-10-09 00:23:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,"LA QUE PUEDE, PUEDE",706,2025-10-09 00:23:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,COSAS RICAS,1451,2025-10-09 00:23:00
Urbano Latino,4. Jueves,Bad Bunny,VeLDÁ,235337,2025-10-09 00:27:00
Urbano Latino,4. Jueves,Bad Bunny,EoO,204768,2025-10-09 00:30:00
Urbano Latino,4. Jueves,Tokischa,Linda,144019,2025-10-09 00:33:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,EL ÚNICO,2373,2025-10-09 00:38:00
Urbano Latino,4. Jueves,Bad Bunny,EoO,2421,2025-10-09 00:38:00
Urbano Latino,4. Jueves,Tokischa,Linda,2570,2025-10-09 00:38:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,"LA QUE PUEDE, PUEDE",3044,2025-10-09 00:38:00
Urbano Latino,4. Jueves,Bad Bunny,VeLDÁ,2850,2025-10-09 00:38:00
Urbano Latino,4. Jueves,Bad Bunny,KLOuFRENS,5878,2025-10-09 00:38:00
Urbano Latino,4. Jueves,Bad Bunny,KLOuFRENS,199115,2025-10-09 00:38:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,DUMBAI,3834,2025-10-09 00:39:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,DUMBAI,3556,2025-10-09 00:39:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,DUMBAI,2782,2025-10-09 00:39:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,EL ÚNICO,1232,2025-10-09 00:39:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,SHEESH,1781,2025-10-09 00:39:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,COSAS RICAS,1294,2025-10-09 00:39:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,COSAS RICAS,1121,2025-10-09 00:39:00
Urbano Latino,4. Jueves,Bad Bunny,Otro Atardecer,8803,2025-10-09 00:39:00
Urbano Latino,4. Jueves,Bad Bunny,Otro Atardecer,2238,2025-10-09 00:39:00
Urbano Latino,4. Jueves,Bad Bunny,Otro Atardecer,5345,2025-10-09 00:39:00
Urbano Latino,4. Jueves,Bad Bunny,Otro Atardecer,2243,2025-10-09 00:39:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,SHEESH,136407,2025-10-09 00:42:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,DUMBAI,870,2025-10-09 00:49:00
Urbano Latino,4. Jueves,Bad Bunny,Neverita,1048,2025-10-09 00:49:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,AGUA,880,2025-10-09 00:49:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,SHEESH,681,2025-10-09 00:49:00
Urbano Latino,4. Jueves,Bad Bunny,Ojitos Lindos,749,2025-10-09 00:49:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,COSAS RICAS,6139,2025-10-09 00:49:00
Urbano Latino,4. Jueves,Bad Bunny,Otro Atardecer,694,2025-10-09 00:49:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,EL DÍA DEL AMIGO,15635,2025-10-09 00:55:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,EL DÍA DEL AMIGO,170039,2025-10-09 00:55:00
Urbano Latino,4. Jueves,Bad Bunny,NUEVAYoL,183685,2025-10-09 01:01:00
Indie Pop,4. Jueves,El Zar,La Declaración,85896,2025-10-09 01:13:00
Rock Argentino,5. Viernes,Serú Girán,Canción De Alicia En El País Popurrí,3486,2025-10-10 19:41:00
Rock Argentino,5. Viernes,Serú Girán,Canción De Alicia En El País Popurrí,0,2025-10-10 19:41:00
Rock Argentino,5. Viernes,Serú Girán,Perro Andaluz - 2019 Remasterizado,57840,2025-10-10 19:48:00
Rock Argentino,5. Viernes,Serú Girán,Perro Andaluz - 2019 Remasterizado,238820,2025-10-10 20:52:00
Indie Folk,5. Viernes,Román Martino,Vecina,165821,2025-10-10 21:02:00
Indie Rock,5. Viernes,Santiago Motorizado,Google Maps,255998,2025-10-10 21:13:00
Indie Rock,5. Viernes,Arcade Fire,The Lightning II,25189,2025-10-10 21:59:00
Indie Rock,5. Viernes,Arcade Fire,The Lightning II,3208,2025-10-10 22:14:00
Indie Folk,5. Viernes,José González,Horizons,6552,2025-10-10 22:15:00
Rock Argentino,5. Viernes,Marilina Bertoldi,Fumar de día,16233,2025-10-10 22:15:00
Indie Rock,5. Viernes,Las Ligas Menores,Crecer,131058,2025-10-10 22:22:00
Rock Argentino,5. Viernes,Charly García,La Gente Es la Misma,1700,2025-10-10 22:27:00
Rock Argentino,5. Viernes,Charly García,Víctima,15062,2025-10-10 22:27:00
Rock Argentino,5. Viernes,Charly García,Kurosawa,350867,2025-10-10 22:33:00
Rock Argentino,5. Viernes,Charly García,Piano Bar,293693,2025-10-10 22:50:00
Rock Argentino,5. Viernes,Divididos,Dame Un Limón,236947,2025-10-10 22:54:00
Rock Argentino,5. Viernes,Patricio Rey y sus Redonditos de Ricota,Masacre en el Puticlub,37783,2025-10-10 22:59:00
Rock Argentino,5. Viernes,Patricio Rey y sus Redonditos de Ricota,Tarea Fina,13382,2025-10-10 23:00:00
Rock Argentino,5. Viernes,Charly García,Cuchillos,20891,2025-10-10 23:00:00
Rock Argentino,5. Viernes,Patricio Rey y sus Redonditos de Ricota,Preso en Mi Ciudad,43382,2025-10-10 23:01:00
Rock Argentino,5. Viernes,Patricio Rey y sus Redonditos de Ricota,Rock para el Negro Atila,239088,2025-10-10 23:05:00
Rock Argentino,5. Viernes,Patricio Rey y sus Redonditos de Ricota,Preso en Mi Ciudad,7384,2025-10-10 23:05:00
Rock Argentino,5. Viernes,Patricio Rey y sus Redonditos de Ricota,Sorpresa de Shangai,21229,2025-10-10 23:05:00
Rock Argentino,5. Viernes,Patricio Rey y sus Redonditos de Ricota,Ya Nadie Va a Escuchar Tu Remera,238133,2025-10-10 23:09:00
Rock Argentino,5. Viernes,Patricio Rey y sus Redonditos de Ricota,Rock para los Dientes,209760,2025-10-10 23:13:00
Rock Argentino,5. Viernes,Divididos,Ala Delta,99020,2025-10-10 23:24:00
Indie Pop,6. Sábado,Los Besos,Hoy no,9763,2025-10-11 12:45:00
Rock Argentino,6. Sábado,Patricio Rey y sus Redonditos de Ricota,Rock para el Negro Atila,240107,2025-10-11 12:49:00
Rock Argentino,6. Sábado,Babasonicos,Ingrediente,216347,2025-10-11 12:53:00
Rock Argentino,6. Sábado,Marilina Bertoldi,Cosa Mía,1175,2025-10-11 12:54:00
Rock Argentino,6. Sábado,Babasonicos,Estertor,183092,2025-10-11 13:01:00
Rock Argentino,6. Sábado,Charly García,No Se Va A Llamar Mi Amor,130320,2025-10-11 13:06:00
Indie Folk,6. Sábado,Feli Colina,AVENIDO,12066,2025-10-11 13:06:00
Indie Pop,6. Sábado,Ainda,Maremagnum,243893,2025-10-11 13:15:00
Indie Rock,6. Sábado,Arcade Fire,Neighborhood #1 (Tunnels),284916,2025-10-11 13:23:00
Indie Rock,6. Sábado,Rosario Bléfari,Lobo,139648,2025-10-11 13:40:00
Rock Argentino,6. Sábado,Babasonicos,Sharon Tate,98387,2025-10-11 13:42:00
Rock Argentino,6. Sábado,Babasonicos,Lajotape,251760,2025-10-11 13:46:00
Rock Argentino,6. Sábado,Babasonicos,Capricho,158240,2025-10-11 13:49:00
Rock Argentino,6. Sábado,Patricio Rey y sus Redonditos de Ricota,"Pool, Averna y Papusa",25850,2025-10-11 13:49:00
Rock Argentino,6. Sábado,Los Piojos,Gris,82160,2025-10-11 13:51:00
Rock Argentino,6. Sábado,Los Piojos,Gris,441,2025-10-11 13:51:00
Rock Argentino,6. Sábado,Sui Generis,Mariel y el Capitán,698,2025-10-11 13:51:00
Indie Rock,6. Sábado,El Fin Del Cuento,Lo Que Dura el Atardecer,185762,2025-10-11 15:30:00
Indie Rock,6. Sábado,El Mató a un Policía Motorizado,Diamante Roto,3012,2025-10-11 15:30:00
Rock Argentino,6. Sábado,Pescado Rabioso,Todas las Hojas Son del Viento,130080,2025-10-11 15:36:00
Rock Argentino,6. Sábado,Babasonicos,Examenes,205493,2025-10-11 15:39:00
Rock Argentino,6. Sábado,Marilina Bertoldi,EL GORDO,216857,2025-10-11 15:43:00
Rock Argentino,6. Sábado,Charly García,Ojos De Video Tape,215493,2025-10-11 15:46:00
Indie Rock,6. Sábado,Santiago Motorizado,Muchacha de los Ojos Negros,238512,2025-10-11 15:50:00
Indie Pop,6. Sábado,Melanie Williams,NT al sol,202827,2025-10-11 15:54:00
Indie Rock,6. Sábado,Suarez,Río Paraná,188639,2025-10-11 16:00:00
Urbano Latino,6. Sábado,Dillom,Cirugía,216837,2025-10-11 16:03:00
Indie Pop,6. Sábado,The Smiths,Stretch out and Wait - 2008 Remaster,165533,2025-10-11 16:10:00
Rock Argentino,6. Sábado,Babasonicos,Árbol Palmera,252400,2025-10-11 16:18:00
Rock Argentino,6. Sábado,Charly García,Superhéroes,267653,2025-10-11 16:23:00
Rock Argentino,6. Sábado,Pescado Rabioso,Las Habladurias del Mundo,243267,2025-10-11 16:30:00
Rock Argentino,6. Sábado,Fito Paez,Lo que el viento nunca se llevó,258960,2025-10-11 16:38:00
Rock Argentino,6. Sábado,Babasonicos,Perfume Casino,260787,2025-10-11 16:58:00
Rock Argentino,6. Sábado,Charly García,Peluca Telefónica,301040,2025-10-11 17:03:00
Rock Argentino,6. Sábado,Pescado Rabioso,Bajan,204467,2025-10-11 17:28:00
Indie Pop,6. Sábado,The Smiths,Ask - 2011 Remaster,198147,2025-10-11 17:34:00
Rock Argentino,6. Sábado,Babasonicos,Rubí,225051,2025-10-11 17:37:00
Rock Argentino,6. Sábado,Charly García,Total Interferencia,297987,2025-10-11 17:42:00
Rock Argentino,6. Sábado,Serú Girán,¿Cuánto Tiempo Más Llevará? - Remastered 2012,235667,2025-10-11 17:46:00
Indie Pop,6. Sábado,Ainda,INFINITO,30432,2025-10-11 18:01:00
Rock Argentino,6. Sábado,Babasonicos,Celofán,195013,2025-10-11 21:15:00
Rock Argentino,6. Sábado,Almendra,Muchacha (Ojos de Papel),184480,2025-10-11 21:18:00
Rock Argentino,6. Sábado,Gustavo Cerati,Hoy Ya No Soy Yo,248573,2025-10-11 21:22:00
Rock Argentino,6. Sábado,Charly García,Tu Amor,4493,2025-10-11 21:23:00
Rock Argentino,6. Sábado,Divididos,Paisano De Hurlingham,14267,2025-10-11 21:23:00
Indie Pop,6. Sábado,The Smiths,Back to the Old House - 2011 Remaster,186627,2025-10-11 21:29:00
Indie Rock,7. Domingo,El Mató a un Policía Motorizado,El Mundo Extraño,238311,2025-10-12 01:09:00
Rock Argentino,7. Domingo,Babasonicos,El ídolo,153760,2025-10-12 01:12:00
Rock Argentino,7. Domingo,Gustavo Cerati,Rio Babel,42748,2025-10-12 01:13:00
Rock Argentino,7. Domingo,Patricio Rey y sus Redonditos de Ricota,Rock para el Negro Atila,240107,2025-10-12 01:17:00
Indie Rock,7. Domingo,Vampire Weekend,A-Punk,137760,2025-10-12 01:19:00
Rock Argentino,7. Domingo,Charly García,Pasajera en Trance,176664,2025-10-12 01:37:00
Rock Argentino,7. Domingo,Serú Girán,"Viernes, 3AM - 2019 Remasterizado",265312,2025-10-12 12:51:00
Rock Argentino,7. Domingo,Almendra,Plegaria para un Niño Dormido,241067,2025-10-12 12:55:00
Indie Pop,7. Domingo,Ainda,Recuerdos de Ypacaraí,246268,2025-10-12 13:00:00
Rock Argentino,7. Domingo,Pescado Rabioso,Dulce 3 Nocturno,304827,2025-10-12 13:18:00
Rock Argentino,7. Domingo,Pescado Rabioso,Dulce 3 Nocturno,823,2025-10-12 13:27:00
Indie Folk,7. Domingo,La Lá,La Felicidad,142707,2025-10-12 13:27:00
Rock Argentino,7. Domingo,Pescado Rabioso,Dulce 3 Nocturno,33040,2025-10-12 14:31:00
Rock Argentino,7. Domingo,Pescado Rabioso,Dulce 3 Nocturno,272833,2025-10-12 16:29:00
Indie Folk,7. Domingo,La Lá,La Felicidad,6598,2025-10-12 16:34:00
Rock Argentino,7. Domingo,Serú Girán,Desarma Y Sangra - Remastered 2012,222267,2025-10-12 20:01:00
Indie Folk,7. Domingo,Lola Parda,Amor Amor,4801,2025-10-12 20:07:00
Rock Argentino,7. Domingo,Pescado Rabioso,Dulce 3 Nocturno,184136,2025-10-12 21:29:00
Rock Argentino,7. Domingo,Sui Generis,Pequeñas Delicias de la Vida Conyugal,221507,2025-10-12 21:33:00
Urbano Latino,1. Lunes,CA7RIEL & Paco Amoroso,RE FORRO,185896,2025-10-13 22:32:00
Urbano Latino,1. Lunes,Bad Gyal,Fiebre - Prod. King DouDou,56280,2025-10-13 22:34:00
Urbano Latino,1. Lunes,CA7RIEL & Paco Amoroso,RE FORRO,185896,2025-10-13 22:37:00
Urbano Latino,1. Lunes,Bad Gyal,Fiebre - Prod. King DouDou,10451,2025-10-13 22:37:00
Urbano Latino,1. Lunes,Bad Bunny,KETU TeCRÉ,250789,2025-10-13 22:42:00
Urbano Latino,1. Lunes,Tainy,COLMILLO,47736,2025-10-13 22:43:00
Urbano Latino,1. Lunes,Tainy,COLMILLO,8043,2025-10-13 22:44:00
Urbano Latino,1. Lunes,Tainy,COLMILLO,787,2025-10-13 22:45:00
Urbano Latino,1. Lunes,Young Miko,Riri,1420,2025-10-13 22:45:00
Urbano Latino,1. Lunes,Bad Bunny,KETU TeCRÉ,9804,2025-10-13 22:45:00
Urbano Latino,1. Lunes,Dillom,PELOTUDA,185905,2025-10-13 22:48:00
Urbano Latino,1. Lunes,CA7RIEL & Paco Amoroso,EL DÍA DEL AMIGO,132355,2025-10-13 22:52:00
Urbano Latino,1. Lunes,Bad Bunny,NUEVAYoL,20157,2025-10-13 22:52:00
Urbano Latino,1. Lunes,Bad Bunny,VeLDÁ,11388,2025-10-13 22:53:00
Urbano Latino,1. Lunes,CA7RIEL & Paco Amoroso,DUMBAI,1556,2025-10-13 22:55:00
Urbano Latino,1. Lunes,Bad Bunny,Neverita,2359,2025-10-13 22:55:00
Urbano Latino,1. Lunes,CA7RIEL & Paco Amoroso,AGUA,1130,2025-10-13 22:55:00
Urbano Latino,1. Lunes,Bad Bunny,Ojitos Lindos,975,2025-10-13 22:55:00
Urbano Latino,1. Lunes,Bad Bunny,Otro Atardecer,1393,2025-10-13 22:55:00
Urbano Latino,1. Lunes,CA7RIEL & Paco Amoroso,EL ÚNICO,1470,2025-10-13 22:58:00
Urbano Latino,1. Lunes,CA7RIEL & Paco Amoroso,SHEESH,136407,2025-10-13 22:58:00
Urbano Latino,1. Lunes,CA7RIEL & Paco Amoroso,COSAS RICAS,1339,2025-10-13 22:58:00
Urbano Latino,1. Lunes,CA7RIEL & Paco Amoroso,"LA QUE PUEDE, PUEDE",154891,2025-10-13 23:01:00
Urbano Latino,1. Lunes,Bad Bunny,VeLDÁ,235337,2025-10-13 23:08:00
Urbano Latino,1. Lunes,Bad Bunny,EoO,204768,2025-10-13 23:14:00
Urbano Latino,1. Lunes,Tokischa,Linda,144019,2025-10-13 23:17:00
Urbano Latino,1. Lunes,Bad Bunny,KLOuFRENS,199115,2025-10-13 23:20:00
Urbano Latino,1. Lunes,Bad Bunny,EL CLúB,1800,2025-10-13 23:21:00
Urbano Latino,1. Lunes,Bad Bunny,Aguacero,210989,2025-10-13 23:40:00
Urbano Latino,1. Lunes,CA7RIEL & Paco Amoroso,EN EL AFTER,138857,2025-10-13 23:57:00
Urbano Latino,2. Martes,Bad Bunny,KETU TeCRÉ,250789,2025-10-14 00:05:00
Urbano Latino,2. Martes,Trueno,Sangría - con WOS,5022,2025-10-14 00:09:00
Urbano Latino,2. Martes,Trueno,LO TENGO,1030,2025-10-14 00:09:00
Urbano Latino,2. Martes,Trueno,TRANKY FUNKY,8251,2025-10-14 00:09:00
Urbano Latino,2. Martes,Trueno,THE ROOF IS ON FIRE,111161,2025-10-14 00:11:00
Urbano Latino,2. Martes,Trueno,DANCE CRIP,165019,2025-10-14 00:14:00
Urbano Latino,2. Martes,Trueno,Ñeri,194735,2025-10-14 00:17:00
Urbano Latino,2. Martes,Bad Bunny,Neverita,173119,2025-10-14 00:23:00
Urbano Latino,2. Martes,CA7RIEL & Paco Amoroso,AGUA,105501,2025-10-14 00:35:00
Rock Argentino,2. Martes,La Renga,Blues De Bolivia - Live,267,2025-10-14 12:57:00
Rock Argentino,2. Martes,Babasonicos,Advertencia,63613,2025-10-14 14:35:00
Urbano Latino,2. Martes,CA7RIEL & Paco Amoroso,EN EL AFTER,138857,2025-10-14 22:59:00
Urbano Latino,2. Martes,Bad Bunny,Ojitos Lindos,258299,2025-10-14 23:21:00
Urbano Latino,2. Martes,CA7RIEL & Paco Amoroso,SHEESH,136407,2025-10-14 23:24:00
Urbano Latino,2. Martes,Tokischa,Linda,1109,2025-10-14 23:24:00
Urbano Latino,2. Martes,CA7RIEL & Paco Amoroso,"LA QUE PUEDE, PUEDE",1889,2025-10-14 23:24:00
Urbano Latino,2. Martes,Bad Bunny,Aguacero,32717,2025-10-14 23:24:00
Urbano Latino,2. Martes,CA7RIEL & Paco Amoroso,COSAS RICAS,1482,2025-10-14 23:24:00
Urbano Latino,2. Martes,Bad Bunny,EoO,204768,2025-10-14 23:28:00
Urbano Latino,2. Martes,Trueno,THE ROOF IS ON FIRE,997,2025-10-14 23:37:00
Urbano Latino,2. Martes,Trueno,TRANKY FUNKY,1701,2025-10-14 23:37:00
Urbano Latino,2. Martes,CA7RIEL & Paco Amoroso,DUMBAI,148253,2025-10-14 23:40:00
Urbano Latino,2. Martes,CA7RIEL & Paco Amoroso,EL ÚNICO,152022,2025-10-14 23:44:00
Urbano Latino,2. Martes,Trueno,DANCE CRIP,165019,2025-10-14 23:50:00
Urbano Latino,3. Miércoles,Trueno,LO TENGO,167443,2025-10-15 00:06:00
Urbano Latino,3. Miércoles,Trueno,Sangría - con WOS,4383,2025-10-15 00:07:00
Urbano Latino,3. Miércoles,Bad Bunny,VeLDÁ,235337,2025-10-15 00:11:00
Urbano Latino,3. Miércoles,CA7RIEL & Paco Amoroso,AGUA,140958,2025-10-15 00:13:00
Urbano Latino,3. Miércoles,Bad Bunny,KLOuFRENS,199115,2025-10-15 00:16:00
Urbano Latino,3. Miércoles,Bad Bunny,EL CLúB,2974,2025-10-15 00:19:00
Urbano Latino,3. Miércoles,Bad Bunny,KETU TeCRÉ,250789,2025-10-15 00:28:00
Urbano Latino,3. Miércoles,Bad Bunny,Otro Atardecer,236148,2025-10-15 00:47:00
Rock Argentino,3. Miércoles,Charly García,Dos Cero Uno,107902,2025-10-15 22:23:00
Indie Rock,3. Miércoles,Arctic Monkeys,Body Paint,4920,2025-10-15 22:24:00
Urbano Latino,3. Miércoles,Bad Bunny,EoO,31435,2025-10-15 22:25:00
Urbano Latino,3. Miércoles,Bad Bunny,Neverita,173119,2025-10-15 22:31:00
Urbano Latino,3. Miércoles,Tokischa,Linda,17633,2025-10-15 22:35:00
Urbano Latino,3. Miércoles,CA7RIEL & Paco Amoroso,COSAS RICAS,1548,2025-10-15 22:35:00
Urbano Latino,3. Miércoles,Bad Bunny,Ojitos Lindos,16081,2025-10-15 22:39:00
Urbano Latino,3. Miércoles,Trueno,DANCE CRIP,1094,2025-10-15 22:39:00
Urbano Latino,3. Miércoles,CA7RIEL & Paco Amoroso,EN EL AFTER,138857,2025-10-15 22:41:00
Urbano Latino,3. Miércoles,CA7RIEL & Paco Amoroso,DUMBAI,148253,2025-10-15 22:44:00
Urbano Latino,3. Miércoles,Trueno,Ñeri,194735,2025-10-15 22:50:00
Urbano Latino,3. Miércoles,Bad Bunny,Aguacero,210989,2025-10-15 22:56:00
Urbano Latino,3. Miércoles,Bad Bunny,KLOuFRENS,199115,2025-10-15 23:04:00
Urbano Latino,3. Miércoles,Bad Bunny,KETU TeCRÉ,250789,2025-10-15 23:08:00
Urbano Latino,3. Miércoles,CA7RIEL & Paco Amoroso,"LA QUE PUEDE, PUEDE",154891,2025-10-15 23:11:00
Urbano Latino,3. Miércoles,CA7RIEL & Paco Amoroso,AGUA,887,2025-10-15 23:15:00
Urbano Latino,3. Miércoles,CA7RIEL & Paco Amoroso,EL ÚNICO,25977,2025-10-15 23:15:00
Urbano Latino,3. Miércoles,Trueno,THE ROOF IS ON FIRE,1148,2025-10-15 23:15:00
Urbano Latino,3. Miércoles,Bad Bunny,VeLDÁ,235337,2025-10-15 23:19:00
Urbano Latino,3. Miércoles,CA7RIEL & Paco Amoroso,SHEESH,136407,2025-10-15 23:22:00
Urbano Latino,3. Miércoles,Bad Bunny,Otro Atardecer,39419,2025-10-15 23:30:00
Urbano Latino,3. Miércoles,Bad Bunny,EL CLúB,1471,2025-10-15 23:33:00
Urbano Latino,3. Miércoles,Trueno,LO TENGO,5720,2025-10-15 23:33:00
Urbano Latino,3. Miércoles,Trueno,LO TENGO,6144,2025-10-15 23:33:00
Urbano Latino,3. Miércoles,Bad Bunny,EL CLúB,1187,2025-10-15 23:34:00
Urbano Latino,3. Miércoles,Trueno,LO TENGO,1149,2025-10-15 23:34:00
Urbano Latino,3. Miércoles,Trueno,Sangría - con WOS,1262,2025-10-15 23:43:00
Urbano Latino,3. Miércoles,Trueno,TRANKY FUNKY,1057,2025-10-15 23:43:00
Urbano Latino,3. Miércoles,Bad Bunny,EoO,1448,2025-10-15 23:44:00
Urbano Latino,3. Miércoles,Bad Bunny,Neverita,173119,2025-10-15 23:50:00
Urbano Latino,3. Miércoles,Tokischa,Linda,144019,2025-10-15 23:56:00
Urbano Latino,3. Miércoles,CA7RIEL & Paco Amoroso,COSAS RICAS,1260,2025-10-15 23:56:00
Urbano Latino,4. Jueves,Bad Bunny,Ojitos Lindos,258299,2025-10-16 00:03:00
Urbano Latino,4. Jueves,Trueno,DANCE CRIP,14073,2025-10-16 00:05:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,DUMBAI,1401,2025-10-16 00:06:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,EN EL AFTER,1447,2025-10-16 00:06:00
Urbano Latino,4. Jueves,Trueno,DANCE CRIP,495,2025-10-16 00:06:00
Urbano Latino,4. Jueves,Trueno,Ñeri,194735,2025-10-16 00:09:00
Urbano Latino,4. Jueves,Bad Bunny,Aguacero,12206,2025-10-16 00:23:00
Rock Argentino,4. Jueves,Pescado Rabioso,Dulce 3 Nocturno,304827,2025-10-16 00:37:00
Rock Argentino,4. Jueves,Charly García,Filosofía Barata y Zapatos de Goma,231733,2025-10-16 00:46:00
Indie Rock,4. Jueves,Mi Amigo Invencible,Olimpica,225424,2025-10-16 00:50:00
Indie Rock,4. Jueves,Viva Elastico,Imágenes de Amor,263419,2025-10-16 00:54:00
Urbano Latino,4. Jueves,Bad Bunny,Si Veo a Tu Mamá,170972,2025-10-16 01:07:00
Rock Argentino,4. Jueves,Charly García,Fantasy,182627,2025-10-16 01:10:00
Indie Pop,4. Jueves,The Smiths,Unloveable - 2011 Remaster,236667,2025-10-16 01:18:00
Rock Argentino,4. Jueves,Oscar Moro,Como Me Gustaria Ser Negro,202480,2025-10-16 01:21:00
Rock Argentino,4. Jueves,Gustavo Cerati,Sulky,269040,2025-10-16 01:35:00
Indie Rock,4. Jueves,Suarez,Río Paraná,188639,2025-10-16 01:38:00
Indie Rock,4. Jueves,Arcade Fire,The Suburbs (continued),87627,2025-10-16 01:52:00
Rock Argentino,4. Jueves,Charly García,La Ruta del Tentempié,260013,2025-10-16 01:56:00
Rock Argentino,4. Jueves,Divididos,Agua En Buenos Aires,325960,2025-10-16 02:02:00
Rock Argentino,4. Jueves,Babasonicos,Tormento,30387,2025-10-16 02:05:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,RE FORRO,185896,2025-10-16 15:20:00
Urbano Latino,4. Jueves,CA7RIEL & Paco Amoroso,"LA QUE PUEDE, PUEDE - Live at NPR MUSIC's Tiny Desk",32393,2025-10-16 20:57:00
